Video Information,,,,,,,,,,Dolphin Information,,,,,,,,,,,,,,,,,,Vessel and Swimmer Information,,,,,,,,NOTES
Posted_Date,Interaction_Date,Encounter_No,Platform,Search_Term,Hashtags,Video_Length,Time_Point,Video_Quality,Video_Location,Dolphin_Presence,General_Location,BSS,DSS,Total_Min,Total_Max,Total_Best,Calves_Min,Calves_Max,Calves_Best,YoY_Min,YoY_Max,YoY_Best,Sex,Subgroups,Group_Cohesion,PDGBehav,HIBehav,Vessels_10m,Vessels_50m,PDVBehav,Vessel_Names,Swimmers_10,Swimmers_50,PDSBehav,IRC,
02/19/2022,NA,0012,FB,Ronney_Robles_Dolphins,NA,0:22,0:15,3,BO,Y,Offshore,1,0,1,1,1,0,0,0,0,0,0,UNK,1,NA,HI,RC,1,1,NP,Reef_Sniper_II,2,2,TCH,"D1,H1",milling but remaining close to swimmers
02/19/2022,NA,0012,FB,Ronney_Robles_Dolphins,NA,0:22,0:20,3,BO,N,Offshore,1,0,0,1,1,0,0,0,0,0,0,UNK,NA,NA,NA,NA,1,1,NP,Reef_Sniper_II,2,2,CHA,NA,
02/19/2022,NA,0013,FB,Ronney_Robles_Dolphins,NA,0:26,0:05,2,BO,Y,Offshore,1,0,1,1,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,Reef_Sniper_II,2,2,NP,"D1,H1","Dolphin slaps fin within touching distance of swimmer. Also note that this appears to be the same interaction as 0012, with the same swimmers on the same day"
02/19/2022,NA,0013,FB,Ronney_Robles_Dolphins,NA,0:26,0:10,2,BO,N,Offshore,1,0,0,1,1,0,0,0,0,0,0,UNK,NA,NA,NA,NA,1,1,NP,Reef_Sniper_II,2,2,NP,NA,
02/19/2022,NA,0013,FB,Ronney_Robles_Dolphins,NA,0:26,0:15,2,BO,Y,Offshore,1,0,2,3,2,0,0,0,0,0,0,UNK,1,0,HI,RC,1,1,NP,Reef_Sniper_II,2,2,CHA,"D1,D2",Traveling but remaining close to swimmers
02/19/2022,NA,0013,FB,Ronney_Robles_Dolphins,NA,0:26,0:20,2,BO,Y,Offshore,1,0,2,3,3,0,0,0,0,0,0,UNK,1,0,TRV,NA,1,1,NP,Reef_Sniper_II,2,2,CHA,NA,
02/19/2022,NA,0013,FB,Ronney_Robles_Dolphins,NA,0:26,0:25,2,BO,N,Offshore,1,0,0,3,3,0,0,0,0,0,0,UNK,NA,NA,NA,NA,1,1,NP,Reef_Sniper_II,2,2,CHA,NA,
03/19/2020,NA,0014,FB,Ronney_Robles_Dolphins,NA,0:21,0:05,3,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,0,TRV,NA,1,1,NP,Reef_Sniper_II,0,0,NA,NA,
03/19/2020,NA,0014,FB,Ronney_Robles_Dolphins,NA,0:21,0:10,3,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,0,TRV,NA,1,1,NP,Reef_Sniper_II,0,0,NA,D2,
03/19/2020,NA,0014,FB,Ronney_Robles_Dolphins,NA,0:21,0:15,3,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,0,TRV,NA,1,1,NP,Reef_Sniper_II,0,0,NA,D2,
03/19/2020,NA,0014,FB,Ronney_Robles_Dolphins,NA,0:21,0:20,3,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,0,TRV,NA,1,1,NP,Reef_Sniper_II,0,0,NA,NA,
03/19/2021,NA,0015,FB,Icacos_Dolphins,#Paradise#PuertoRico#AllInclusive#WeR4Fun,0:23,0:05,4,BO,Y,Icacos,1,0,2,2,2,0,0,0,0,0,0,UNK,1,0,TRV,NA,1,1,NP,NA,3,3,TCH,"D1,D2",
03/19/2021,NA,0015,FB,Icacos_Dolphins,#Paradise#PuertoRico#AllInclusive#WeR4Fun,0:23,0:10,4,BO,Y,Icacos,1,0,2,2,2,0,0,0,0,0,0,UNK,1,0,HI,AGR,1,1,NP,NA,5,5,NP,NA,Rapid movement after swimmer duck dives nearby
03/19/2021,NA,0015,FB,Icacos_Dolphins,#Paradise#PuertoRico#AllInclusive#WeR4Fun,0:23,0:15,4,BO,Y,Icacos,1,0,2,2,2,0,0,0,0,0,0,UNK,1,0,HI,AGR,1,1,NP,NA,5,5,NP,NA,Rapid movement. Leaps within 6 ft of swimmer
03/19/2021,NA,0015,FB,Icacos_Dolphins,#Paradise#PuertoRico#AllInclusive#WeR4Fun,0:23,0:20,4,BO,Y,Icacos,1,0,2,2,2,0,0,0,0,0,0,UNK,1,0,HI,AGR,1,1,NP,NA,1,6,NP,NA,Rapid movement
12/24/2021,12/24/2021,0016,FB,Spread_Eagle_Catamaran,#icaocs#happyholidays#catamaranspreadeagle2#fajardo#dolphins#vacation,0:17,0:05,2,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,2,HI,AGR,1,4,NP,Spread_Eagle_II,5,5,CHA,NA,Dolphins both jump out of water about 15 ft away from swimmers. Note that this appears to be from the same boat and on the same day as encounter # 0001
12/24/2021,12/24/2021,0016,FB,Spread_Eagle_Catamaran,#icaocs#happyholidays#catamaranspreadeagle2#fajardo#dolphins#vacation,0:17,0:10,2,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,3,HI,AGR,1,4,NP,Spread_Eagle_II,5,5,NP,"D1,H1",Individual leaps within arms reach of swimmers
12/24/2021,12/24/2021,0016,FB,Spread_Eagle_Catamaran,#icaocs#happyholidays#catamaranspreadeagle2#fajardo#dolphins#vacation,0:17,0:15,2,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,2,HI,AGR,1,4,NP,Spread_Eagle_II,5,5,CHA,NA,Second dolphin jumps 15 ft away from swimmers
03/05/2020,NA,0017,FB,Spread_Eagle_Catamaran,#icaocs#dolphins#fajardo#springbreak#vacation#catamaranspreadeagle#puertorico#whitesandbeach,0:18,0:05,3,BO,Y,Icacos,1,2,1,1,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,Spread_Eagle_II,1,1,CHA,D2,Chuffing near swimmer
03/05/2020,NA,0017,FB,Spread_Eagle_Catamaran,#icaocs#dolphins#fajardo#springbreak#vacation#catamaranspreadeagle#puertorico#whitesandbeach,0:18,0:10,3,BO,Y,Icacos,1,2,1,1,1,0,0,0,0,0,0,UNK,1,NA,TRV,NA,1,1,NP,Spread_Eagle_II,3,3,CHA,"D1,D2,H1",
03/05/2020,NA,0017,FB,Spread_Eagle_Catamaran,#icaocs#dolphins#fajardo#springbreak#vacation#catamaranspreadeagle#puertorico#whitesandbeach,0:18,0:15,3,BO,Y,Icacos,1,2,1,1,1,0,0,0,0,0,0,UNK,1,NA,TRV,NA,1,1,NP,Spread_Eagle_II,3,3,CHA,"D1,D2",Swimmer duck dives near dolphin and attempts to swim alongside / possibly touch
03/05/2020,NA,0018,FB,Spread_Eagle_Catamaran,#icaocs#fajardo#dolphins#whitesandbeach#springbreak#vacation#puertorico,0:13,0:05,3,BO,Y,Icacos,2,2,1,1,1,0,0,0,0,0,0,UNK,1,NA,TRV,NA,1,1,NP,Spread_Eagle_II,1,1,CHA,"D1,D2","Note that seems to be from the same day, and one of the same swimmers from 0017"
03/05/2020,NA,0018,FB,Spread_Eagle_Catamaran,#icaocs#fajardo#dolphins#whitesandbeach#springbreak#vacation#puertorico,0:13,0:10,3,BO,Y,Icacos,2,2,1,1,1,0,0,0,0,0,0,UNK,1,NA,TRV,NA,1,1,NP,Spread_Eagle_II,1,1,CHA,"D1,D2",
03/28/2018,NA,0019,FB,Icacos_Dolphins,#WeR4Fun,0:44,0:05,2,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,TRV,NA,1,1,NP,NA,0,0,NA,NA,
03/28/2018,NA,0019,FB,Icacos_Dolphins,#WeR4Fun,0:44,0:10,2,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,TRV,NA,1,1,NP,NA,0,0,NA,NA,
03/28/2018,NA,0019,FB,Icacos_Dolphins,#WeR4Fun,0:44,0:15,2,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,RML,NA,1,1,NP,NA,0,0,NA,NA,
03/28/2018,NA,0019,FB,Icacos_Dolphins,#WeR4Fun,0:44,0:20,2,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,TRV,NA,2,2,NP,NA,0,0,NA,NA,
03/28/2018,NA,0019,FB,Icacos_Dolphins,#WeR4Fun,0:44,0:25,2,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,TRV,NA,2,2,NP,NA,0,0,NA,NA,
03/28/2018,NA,0019,FB,Icacos_Dolphins,#WeR4Fun,0:44,0:30,2,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,TRV,NA,1,2,NP,NA,0,0,NA,NA,
03/28/2018,NA,0019,FB,Icacos_Dolphins,#WeR4Fun,0:44,0:35,2,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,TRV,NA,1,2,NP,NA,0,0,NA,NA,
03/28/2018,NA,0019,FB,Icacos_Dolphins,#WeR4Fun,0:44,0:40,2,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,TRV,NA,0,2,NP,NA,0,0,NA,NA,
03/28/2018,NA,0019,FB,Icacos_Dolphins,#WeR4Fun,0:44,0:44,2,BO,Y,Icacos_SouthBeach,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,TRV,NA,0,2,NP,NA,0,0,NA,NA,
02/12/2023,NA,0020,FB,Icacos_Dolphins,#dolphins#dolphin#icacos#catamaran#snorkeling#PR#puertorico#puertoricogram#discoverpuertorico#voyturisteando#pickurspottourspr#puertoricolohacemejor#travelpuertorico#awesome#wow#nature#oceanlife#loveit#visit#travelers#islandlove#swim#greatoutdoors#bestspots#bestravel#bookit,0:18,0:05,3,BO,Y,Icacos,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,HI,RC,1,1,NP,NA,2,2,NP,D2,Mill and remain close
02/12/2023,NA,0020,FB,Icacos_Dolphins,#dolphins#dolphin#icacos#catamaran#snorkeling#PR#puertorico#puertoricogram#discoverpuertorico#voyturisteando#pickurspottourspr#puertoricolohacemejor#travelpuertorico#awesome#wow#nature#oceanlife#loveit#visit#travelers#islandlove#swim#greatoutdoors#bestspots#bestravel#bookit,0:18,0:10,3,BO,Y,Icacos,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,HI,RC,1,1,NP,NA,2,2,TCH,"D1,D2,H1",Mill and remain close
02/12/2023,NA,0020,FB,Icacos_Dolphins,#dolphins#dolphin#icacos#catamaran#snorkeling#PR#puertorico#puertoricogram#discoverpuertorico#voyturisteando#pickurspottourspr#puertoricolohacemejor#travelpuertorico#awesome#wow#nature#oceanlife#loveit#visit#travelers#islandlove#swim#greatoutdoors#bestspots#bestravel#bookit,0:18,0:15,3,BO,Y,Icacos,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,HI,RC,1,1,NP,NA,2,2,NP,D2,Mill and remain close
09/16/2017,NA,0021,FB,Icacos_Dolphins,NA,0:20,0:05,1,BO,Y,Icacos,1,2,2,3,3,0,0,0,0,0,0,UNK,1,1,ML,NA,2,3,NP,NA,0,0,NA,D2,
09/16/2017,NA,0021,FB,Icacos_Dolphins,NA,0:20,0:10,1,BO,N,Icacos,1,2,0,2,2,0,0,0,0,0,0,UNK,1,NA,NA,NA,2,3,NP,NA,0,0,NA,NA,
09/16/2017,NA,0021,FB,Icacos_Dolphins,NA,0:20,0:15,2,BO,N,Icacos,1,2,0,2,2,0,0,0,0,0,0,UNK,1,NA,NA,NA,2,3,NP,NA,0,0,NA,NA,
09/16/2017,NA,0021,FB,Icacos_Dolphins,NA,0:20,0:20,2,BO,Y,Icacos,1,2,2,3,3,0,0,0,0,0,0,UNK,1,1,HI,AGR,2,3,NP,NA,0,0,NA,NA,Tail slapping
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,0:05,3,BO,Y,Offshore,1,2,1,1,1,0,0,0,0,0,0,UNK,1,NA,HI,RC,1,1,NP,NA,2,2,NP,"D1,D2",NOTE this interaction shows highly aggressive dolphin behavior 
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,0:10,3,BO,Y,Offshore,1,2,1,1,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,NA,2,2,TCH,"D1,H1","Rapid movement, slapping"
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,0:15,3,BO,Y,Offshore,1,2,1,1,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,NA,2,2,OTH,"D1,H1",Swimmer rapid movements (startled). Dolphin had large tail slap directly behind swimmer
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,0:20,3,BO,Y,Offshore,1,2,1,2,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,NA,2,2,NP,"D1,H1",Chuffing
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,0:25,3,BO,Y,Offshore,1,2,1,2,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,NA,2,2,OTH,"D1,H1",Swimmer duck dives. Rapid movement from dolphin
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,0:30,3,BO,Y,Offshore,1,2,1,2,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,NA,2,2,TCH,"D1,H1","Splashing, remain close"
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,0:35,3,BO,Y,Offshore,1,2,1,2,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,NA,2,2,TCH,"D1,H1","Very aggressive slapping from dolphin, very close to swimmer"
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,0:40,3,BO,Y,Offshore,1,2,1,2,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,NA,2,2,TCH,"D1,H1",Encircling and slapping tail
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,0:45,3,BO,Y,Offshore,1,2,1,2,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,NA,2,2,TCH,"D1,H1",Encircling and slapping tail
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,0:50,3,BO,Y,Offshore,1,2,1,2,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,NA,2,2,CHA,"D1,H1","rapid movement, encircling"
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,0:55,3,BO,Y,Offshore,1,2,1,2,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,NA,2,2,TCH,"D1,H1","Rapid movements, slapping"
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,1:00,3,BO,Y,Offshore,1,2,1,2,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,NA,2,2,TCH,"D1,H1","Rapid movements, splashing"
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,1:05,3,BO,N,Offshore,1,2,0,2,1,0,0,0,0,0,0,UNK,1,NA,NA,NA,1,1,NP,NA,2,2,NP,NA,
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,1:10,3,BO,Y,Offshore,1,2,1,2,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,NA,2,2,NP,"D1,H1",Dolphin appears to charge swimmer
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,1:15,3,BO,Y,Offshore,1,2,1,2,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,1,NP,NA,2,2,OTH,"D1,H1","Dolphin - Encircling, splashing  Swimmer - duck dives"
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,1:20,3,BO,N,Offshore,1,2,0,2,1,0,0,0,0,0,0,UNK,1,NA,NA,NA,1,1,NP,NA,2,2,NP,NA,
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,1:25,3,BO,Y,Offshore,1,2,1,2,1,0,0,0,0,0,0,UNK,1,NA,TRV,NA,1,1,NP,NA,2,5,CHA,NA,
11/29/2020,NA,0022,FB,Icacos_Dolphins,NA,1:32,1:30,3,BO,Y,Offshore,1,2,1,2,1,0,0,0,0,0,0,UNK,1,NA,TRV,NA,1,1,NP,NA,2,5,CHA,NA,
05/14/2019,NA,0023,FB,Icacos_Dolphins,#PuertoRico#fajardo#enjoyfajardo#beach#sand#sun#fun#travel#travelblogger#discover#destination#sea#sealovers#fajardopr#sol#area#playa#mar#olas#cielo#viajes#dolphin#delfin,0:09,0:05,2,BO,Y,Icacos,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,RML,NA,1,1,NP,NA,0,0,NA,D2,
05/14/2019,NA,0023,FB,Icacos_Dolphins,#PuertoRico#fajardo#enjoyfajardo#beach#sand#sun#fun#travel#travelblogger#discover#destination#sea#sealovers#fajardopr#sol#area#playa#mar#olas#cielo#viajes#dolphin#delfin,0:09,0:09,2,BO,Y,Icacos,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,TRV,NA,1,1,NP,NA,0,0,NA,D2,
08/17/2022,NA,0024,FB,Icacos_Dolphins,#icacosisland#icaocs#enjoylife#fun#friends#snorcklingtour#snorkeling#bestcharter#lascroabasfajardo#fajardo#kairos#familytrip#captaindavidfajardo#palominos#palominito#culebra#cayoluispena#vieques#privatecharter#beach#thebesttourforicacos#cressigear#bestlife#ilivewhereyouvacation#charter#elfaroseaadventures#dolphins,0:35,0:05,4,BO,Y,Icacos,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,ML,NA,1,1,NP,NA,0,0,NA,D2,Possible video for dolphin ID
08/17/2022,NA,0024,FB,Icacos_Dolphins,#icacosisland#icaocs#enjoylife#fun#friends#snorcklingtour#snorkeling#bestcharter#lascroabasfajardo#fajardo#kairos#familytrip#captaindavidfajardo#palominos#palominito#culebra#cayoluispena#vieques#privatecharter#beach#thebesttourforicacos#cressigear#bestlife#ilivewhereyouvacation#charter#elfaroseaadventures#dolphins,0:35,0:10,4,BO,Y,Icacos,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,ML,NA,1,1,NP,NA,0,0,NA,D2,
08/17/2022,NA,0024,FB,Icacos_Dolphins,#icacosisland#icaocs#enjoylife#fun#friends#snorcklingtour#snorkeling#bestcharter#lascroabasfajardo#fajardo#kairos#familytrip#captaindavidfajardo#palominos#palominito#culebra#cayoluispena#vieques#privatecharter#beach#thebesttourforicacos#cressigear#bestlife#ilivewhereyouvacation#charter#elfaroseaadventures#dolphins,0:35,0:15,4,BO,Y,Icacos,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,ML,NA,1,1,NP,NA,0,0,NA,D2,
08/17/2022,NA,0024,FB,Icacos_Dolphins,#icacosisland#icaocs#enjoylife#fun#friends#snorcklingtour#snorkeling#bestcharter#lascroabasfajardo#fajardo#kairos#familytrip#captaindavidfajardo#palominos#palominito#culebra#cayoluispena#vieques#privatecharter#beach#thebesttourforicacos#cressigear#bestlife#ilivewhereyouvacation#charter#elfaroseaadventures#dolphins,0:35,0:20,4,BO,Y,Icacos,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,ML,NA,1,1,NP,NA,0,0,NA,D2,
08/17/2022,NA,0024,FB,Icacos_Dolphins,#icacosisland#icaocs#enjoylife#fun#friends#snorcklingtour#snorkeling#bestcharter#lascroabasfajardo#fajardo#kairos#familytrip#captaindavidfajardo#palominos#palominito#culebra#cayoluispena#vieques#privatecharter#beach#thebesttourforicacos#cressigear#bestlife#ilivewhereyouvacation#charter#elfaroseaadventures#dolphins,0:35,0:25,4,BO,Y,Icacos,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,ML,NA,1,1,NP,NA,0,0,NA,D2,
08/17/2022,NA,0024,FB,Icacos_Dolphins,#icacosisland#icaocs#enjoylife#fun#friends#snorcklingtour#snorkeling#bestcharter#lascroabasfajardo#fajardo#kairos#familytrip#captaindavidfajardo#palominos#palominito#culebra#cayoluispena#vieques#privatecharter#beach#thebesttourforicacos#cressigear#bestlife#ilivewhereyouvacation#charter#elfaroseaadventures#dolphins,0:35,0:30,4,BO,Y,Icacos,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,ML,NA,1,1,NP,NA,0,0,NA,D2,
08/17/2022,NA,0024,FB,Icacos_Dolphins,#icacosisland#icaocs#enjoylife#fun#friends#snorcklingtour#snorkeling#bestcharter#lascroabasfajardo#fajardo#kairos#familytrip#captaindavidfajardo#palominos#palominito#culebra#cayoluispena#vieques#privatecharter#beach#thebesttourforicacos#cressigear#bestlife#ilivewhereyouvacation#charter#elfaroseaadventures#dolphins,0:35,0:35,4,BO,Y,Icacos,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,ML,NA,1,1,NP,NA,0,0,NA,D2,
05/04/2022,NA,0025,FB,Icacos_Dolphins,#PuertoRicoGram#PuertoRico#PR#Fajardo#Dolphin#Wepa,0:25,0:05,2,BO,Y,Icacos,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,HI,RC,1,1,NP,NA,6,6,NP,"D1,D2,H1",1 kayaker
05/04/2022,NA,0025,FB,Icacos_Dolphins,#PuertoRicoGram#PuertoRico#PR#Fajardo#Dolphin#Wepa,0:25,0:10,2,BO,Y,Icacos,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,HI,RC,1,2,NP,NA,14,14,NP,"D1,H1",Note that jetski is counted as a vessel 
05/04/2022,NA,0025,FB,Icacos_Dolphins,#PuertoRicoGram#PuertoRico#PR#Fajardo#Dolphin#Wepa,0:25,0:15,2,BO,Y,Icacos,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,HI,RC,1,2,NP,NA,14,14,TCH,"D1,H1",
05/04/2022,NA,0025,FB,Icacos_Dolphins,#PuertoRicoGram#PuertoRico#PR#Fajardo#Dolphin#Wepa,0:25,0:20,2,BO,Y,Icacos,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,2,NP,NA,19,19,NP,"D1,H1",Rapid movement from swimmer
05/04/2022,NA,0025,FB,Icacos_Dolphins,#PuertoRicoGram#PuertoRico#PR#Fajardo#Dolphin#Wepa,0:25,0:25,2,BO,Y,Icacos,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,TRV,NA,1,2,NP,NA,19,19,NP,"D1,H1",
01/09/2023,NA,0026,FB,Icacos_Dolphins,#puertorico#swimming#dolphins#animals#nature#hawaii#happiness#fun#enjoy#familytime#excited#feet#feelinggood#dolphin#photooftheday#photography#photographer#ocean#wild#wildlife#wildlifephotography#smart#caribbean#commonwealth,1:20,0:05,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
01/09/2023,NA,0026,FB,Icacos_Dolphins,#puertorico#swimming#dolphins#animals#nature#hawaii#happiness#fun#enjoy#familytime#excited#feet#feelinggood#dolphin#photooftheday#photography#photographer#ocean#wild#wildlife#wildlifephotography#smart#caribbean#commonwealth,1:20,0:10,2,BO,Y,Icacos_WestBeach,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,HI,AGR,1,6,NP,NA,0,0,NA,"D1,D2",Tail slapping
01/09/2023,NA,0026,FB,Icacos_Dolphins,#puertorico#swimming#dolphins#animals#nature#hawaii#happiness#fun#enjoy#familytime#excited#feet#feelinggood#dolphin#photooftheday#photography#photographer#ocean#wild#wildlife#wildlifephotography#smart#caribbean#commonwealth,1:20,0:15,2,BO,Y,Icacos_WestBeach,1,1,1,1,1,0,0,0,0,0,0,UNK,1,NA,ML,NA,1,6,NP,NA,0,8,NP,"D1,D2",
01/09/2023,NA,0026,FB,Icacos_Dolphins,#puertorico#swimming#dolphins#animals#nature#hawaii#happiness#fun#enjoy#familytime#excited#feet#feelinggood#dolphin#photooftheday#photography#photographer#ocean#wild#wildlife#wildlifephotography#smart#caribbean#commonwealth,1:20,0:20,2,BO,Y,Icacos,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,TRV,NA,2,2,NP,NA,0,0,NA,D2,New video
01/09/2023,NA,0026,FB,Icacos_Dolphins,#puertorico#swimming#dolphins#animals#nature#hawaii#happiness#fun#enjoy#familytime#excited#feet#feelinggood#dolphin#photooftheday#photography#photographer#ocean#wild#wildlife#wildlifephotography#smart#caribbean#commonwealth,1:20,0:25,2,BO,Y,Icacos,1,1,2,2,2,0,0,0,0,0,0,UNK,1,0,ML,NA,2,2,NP,NA,0,0,NA,D2,
01/09/2023,NA,0026,FB,Icacos_Dolphins,#puertorico#swimming#dolphins#animals#nature#hawaii#happiness#fun#enjoy#familytime#excited#feet#feelinggood#dolphin#photooftheday#photography#photographer#ocean#wild#wildlife#wildlifephotography#smart#caribbean#commonwealth,1:20,0:30,2,BO,Y,Icacos,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,HI,AGR,2,2,NP,NA,0,0,NA,D2,Splashing/tail slap
01/09/2023,NA,0026,FB,Icacos_Dolphins,#puertorico#swimming#dolphins#animals#nature#hawaii#happiness#fun#enjoy#familytime#excited#feet#feelinggood#dolphin#photooftheday#photography#photographer#ocean#wild#wildlife#wildlifephotography#smart#caribbean#commonwealth,1:20,0:35,2,BO,Y,Icacos,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,HI,AGR,2,2,NP,NA,1,1,OTH,"D1,D2",Swimmer jumps from boat towards dolphins
01/09/2023,NA,0026,FB,Icacos_Dolphins,#puertorico#swimming#dolphins#animals#nature#hawaii#happiness#fun#enjoy#familytime#excited#feet#feelinggood#dolphin#photooftheday#photography#photographer#ocean#wild#wildlife#wildlifephotography#smart#caribbean#commonwealth,1:20,0:40,2,BO,Y,Icacos,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,TRV,NA,2,2,NP,NA,1,1,NP,"D1,D2,H1",
01/09/2023,NA,0026,FB,Icacos_Dolphins,#puertorico#swimming#dolphins#animals#nature#hawaii#happiness#fun#enjoy#familytime#excited#feet#feelinggood#dolphin#photooftheday#photography#photographer#ocean#wild#wildlife#wildlifephotography#smart#caribbean#commonwealth,1:20,0:45,2,BO,Y,Icacos,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,TRV,NA,2,2,NP,NA,3,3,OTH,"D1,D2,H1",Two more swimmers jump from boat towards dolphins
01/09/2023,NA,0026,FB,Icacos_Dolphins,#puertorico#swimming#dolphins#animals#nature#hawaii#happiness#fun#enjoy#familytime#excited#feet#feelinggood#dolphin#photooftheday#photography#photographer#ocean#wild#wildlife#wildlifephotography#smart#caribbean#commonwealth,1:20,0:50,2,BO,Y,Icacos,1,1,2,2,2,0,0,0,0,0,0,UNK,1,1,TRV,NA,2,2,NP,NA,3,3,CHA,"D1,D2,H1",
01/09/2023,NA,0026,FB,Icacos_Dolphins,#puertorico#swimming#dolphins#animals#nature#hawaii#happiness#fun#enjoy#familytime#excited#feet#feelinggood#dolphin#photooftheday#photography#photographer#ocean#wild#wildlife#wildlifephotography#smart#caribbean#commonwealth,1:20,0:55,2,BO,Y,Icacos,1,1,3,3,3,0,0,0,0,0,0,UNK,1,1,ML,NA,2,2,NP,NA,2,3,NP,D2,New video
